ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_assay,Metadata_genotype,Metadata_minutes,Metadata_wellNum,Metadata_wellNum,Math_area_micronsq,TrackObjects_Label_10
37,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--00min.tif,0,0,inhibitor,mutant,00,004,004,1199.25,2.0
37,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--00min.tif,0,0,inhibitor,mutant,00,004,004,12510.0,3.0
37,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--00min.tif,0,0,inhibitor,mutant,00,004,004,8230.5,4.0
37,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--00min.tif,0,0,inhibitor,mutant,00,004,004,112965.75,5.0
37,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--00min.tif,0,0,inhibitor,mutant,00,004,004,9105.75,6.0
37,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--00min.tif,0,0,inhibitor,mutant,00,004,004,5130.0,7.0
37,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--00min.tif,0,0,inhibitor,mutant,00,004,004,10071.0,8.0
38,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--05min.tif,0,0,inhibitor,mutant,05,004,004,5456.25,1.0
38,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--05min.tif,0,0,inhibitor,mutant,05,004,004,1185.75,2.0
38,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--05min.tif,0,0,inhibitor,mutant,05,004,004,12654.0,3.0
38,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--05min.tif,0,0,inhibitor,mutant,05,004,004,8255.25,4.0
38,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--05min.tif,0,0,inhibitor,mutant,05,004,004,113728.5,5.0
38,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--05min.tif,0,0,inhibitor,mutant,05,004,004,9276.75,6.0
38,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--05min.tif,0,0,inhibitor,mutant,05,004,004,5537.25,7.0
38,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--05min.tif,0,0,inhibitor,mutant,05,004,004,10212.75,8.0
39,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--10min.tif,0,0,inhibitor,mutant,10,004,004,5251.5,1.0
39,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--10min.tif,0,0,inhibitor,mutant,10,004,004,1197.0,2.0
39,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--10min.tif,0,0,inhibitor,mutant,10,004,004,12260.25,3.0
39,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--10min.tif,0,0,inhibitor,mutant,10,004,004,8061.75,4.0
39,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--10min.tif,0,0,inhibitor,mutant,10,004,004,111683.25,5.0
39,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--10min.tif,0,0,inhibitor,mutant,10,004,004,9018.0,6.0
39,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--10min.tif,0,0,inhibitor,mutant,10,004,004,5346.0,7.0
39,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--10min.tif,0,0,inhibitor,mutant,10,004,004,9922.5,8.0
40,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--15min.tif,0,0,inhibitor,mutant,15,004,004,5244.75,1.0
40,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--15min.tif,0,0,inhibitor,mutant,15,004,004,1167.75,2.0
40,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--15min.tif,0,0,inhibitor,mutant,15,004,004,12190.5,3.0
40,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--15min.tif,0,0,inhibitor,mutant,15,004,004,8057.25,4.0
40,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--15min.tif,0,0,inhibitor,mutant,15,004,004,111721.5,5.0
40,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--15min.tif,0,0,inhibitor,mutant,15,004,004,9029.25,6.0
40,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--15min.tif,0,0,inhibitor,mutant,15,004,004,5346.0,7.0
40,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--15min.tif,0,0,inhibitor,mutant,15,004,004,9877.5,8.0
41,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--20min.tif,0,0,inhibitor,mutant,20,004,004,5208.75,1.0
41,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--20min.tif,0,0,inhibitor,mutant,20,004,004,1167.75,2.0
41,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--20min.tif,0,0,inhibitor,mutant,20,004,004,12224.25,3.0
41,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--20min.tif,0,0,inhibitor,mutant,20,004,004,8055.0,4.0
41,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--20min.tif,0,0,inhibitor,mutant,20,004,004,111636.0,5.0
41,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--20min.tif,0,0,inhibitor,mutant,20,004,004,9033.75,6.0
41,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--20min.tif,0,0,inhibitor,mutant,20,004,004,5303.25,7.0
41,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--20min.tif,0,0,inhibitor,mutant,20,004,004,9825.75,8.0
42,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--25min.tif,0,0,inhibitor,mutant,25,004,004,5269.5,1.0
42,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--25min.tif,0,0,inhibitor,mutant,25,004,004,1174.5,2.0
42,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--25min.tif,0,0,inhibitor,mutant,25,004,004,12262.5,3.0
42,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--25min.tif,0,0,inhibitor,mutant,25,004,004,8145.0,4.0
42,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--25min.tif,0,0,inhibitor,mutant,25,004,004,112070.25,5.0
42,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--25min.tif,0,0,inhibitor,mutant,25,004,004,9031.5,6.0
42,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--25min.tif,0,0,inhibitor,mutant,25,004,004,5370.75,7.0
42,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--25min.tif,0,0,inhibitor,mutant,25,004,004,9834.75,8.0
43,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--30min.tif,0,0,inhibitor,mutant,30,004,004,5260.5,1.0
43,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--30min.tif,0,0,inhibitor,mutant,30,004,004,1176.75,2.0
43,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--30min.tif,0,0,inhibitor,mutant,30,004,004,12228.75,3.0
43,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--30min.tif,0,0,inhibitor,mutant,30,004,004,8133.75,4.0
43,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--30min.tif,0,0,inhibitor,mutant,30,004,004,111921.75,5.0
43,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--30min.tif,0,0,inhibitor,mutant,30,004,004,8970.75,6.0
43,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--30min.tif,0,0,inhibitor,mutant,30,004,004,5206.5,7.0
43,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--30min.tif,0,0,inhibitor,mutant,30,004,004,9814.5,8.0
44,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--35min.tif,0,0,inhibitor,mutant,35,004,004,5276.25,1.0
44,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--35min.tif,0,0,inhibitor,mutant,35,004,004,1199.25,2.0
44,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--35min.tif,0,0,inhibitor,mutant,35,004,004,12190.5,3.0
44,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--35min.tif,0,0,inhibitor,mutant,35,004,004,8178.75,4.0
44,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--35min.tif,0,0,inhibitor,mutant,35,004,004,112018.5,5.0
44,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--35min.tif,0,0,inhibitor,mutant,35,004,004,8970.75,6.0
44,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--35min.tif,0,0,inhibitor,mutant,35,004,004,5260.5,7.0
44,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--35min.tif,0,0,inhibitor,mutant,35,004,004,9778.5,8.0
45,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--40min.tif,0,0,inhibitor,mutant,40,004,004,5251.5,1.0
45,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--40min.tif,0,0,inhibitor,mutant,40,004,004,1172.25,2.0
45,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--40min.tif,0,0,inhibitor,mutant,40,004,004,12165.75,3.0
45,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--40min.tif,0,0,inhibitor,mutant,40,004,004,8118.0,4.0
45,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--40min.tif,0,0,inhibitor,mutant,40,004,004,111978.0,5.0
45,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--40min.tif,0,0,inhibitor,mutant,40,004,004,8973.0,6.0
45,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--40min.tif,0,0,inhibitor,mutant,40,004,004,5276.25,7.0
45,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--40min.tif,0,0,inhibitor,mutant,40,004,004,9767.25,8.0
46,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--45min.tif,0,0,inhibitor,mutant,45,004,004,5258.25,1.0
46,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--45min.tif,0,0,inhibitor,mutant,45,004,004,1185.75,2.0
46,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--45min.tif,0,0,inhibitor,mutant,45,004,004,12195.0,3.0
46,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--45min.tif,0,0,inhibitor,mutant,45,004,004,8091.0,4.0
46,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--45min.tif,0,0,inhibitor,mutant,45,004,004,111777.75,5.0
46,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--45min.tif,0,0,inhibitor,mutant,45,004,004,8952.75,6.0
46,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--45min.tif,0,0,inhibitor,mutant,45,004,004,5265.0,7.0
46,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--45min.tif,0,0,inhibitor,mutant,45,004,004,9747.0,8.0
47,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--50min.tif,0,0,inhibitor,mutant,50,004,004,5251.5,1.0
47,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--50min.tif,0,0,inhibitor,mutant,50,004,004,1174.5,2.0
47,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--50min.tif,0,0,inhibitor,mutant,50,004,004,12174.75,3.0
47,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--50min.tif,0,0,inhibitor,mutant,50,004,004,8059.5,4.0
47,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--50min.tif,0,0,inhibitor,mutant,50,004,004,111962.25,5.0
47,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--50min.tif,0,0,inhibitor,mutant,50,004,004,8964.0,6.0
47,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--50min.tif,0,0,inhibitor,mutant,50,004,004,5319.0,7.0
47,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--50min.tif,0,0,inhibitor,mutant,50,004,004,9717.75,8.0
48,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--55min.tif,0,0,inhibitor,mutant,55,004,004,5267.25,1.0
48,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--55min.tif,0,0,inhibitor,mutant,55,004,004,1149.75,2.0
48,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--55min.tif,0,0,inhibitor,mutant,55,004,004,12120.75,3.0
48,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--55min.tif,0,0,inhibitor,mutant,55,004,004,8016.75,4.0
48,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--55min.tif,0,0,inhibitor,mutant,55,004,004,111494.25,5.0
48,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--55min.tif,0,0,inhibitor,mutant,55,004,004,8946.0,6.0
48,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--55min.tif,0,0,inhibitor,mutant,55,004,004,5193.0,7.0
48,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--55min.tif,0,0,inhibitor,mutant,55,004,004,9677.25,8.0
49,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--00min.tif,0,0,inhibitor,corrected1,00,005,005,50076.0,1.0
49,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--00min.tif,0,0,inhibitor,corrected1,00,005,005,10705.5,2.0
49,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--00min.tif,0,0,inhibitor,corrected1,00,005,005,2538.0,3.0
49,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--00min.tif,0,0,inhibitor,corrected1,00,005,005,13065.75,4.0
49,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--00min.tif,0,0,inhibitor,corrected1,00,005,005,12242.25,5.0
49,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--00min.tif,0,0,inhibitor,corrected1,00,005,005,9699.75,6.0
49,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--00min.tif,0,0,inhibitor,corrected1,00,005,005,5656.5,7.0
49,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--00min.tif,0,0,inhibitor,corrected1,00,005,005,10329.75,8.0
49,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--00min.tif,0,0,inhibitor,corrected1,00,005,005,2711.25,9.0
50,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--05min.tif,0,0,inhibitor,corrected1,05,005,005,51360.75,1.0
50,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--05min.tif,0,0,inhibitor,corrected1,05,005,005,10856.25,2.0
50,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--05min.tif,0,0,inhibitor,corrected1,05,005,005,2490.75,3.0
50,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--05min.tif,0,0,inhibitor,corrected1,05,005,005,13248.0,4.0
50,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--05min.tif,0,0,inhibitor,corrected1,05,005,005,12262.5,5.0
50,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--05min.tif,0,0,inhibitor,corrected1,05,005,005,9722.25,6.0
50,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--05min.tif,0,0,inhibitor,corrected1,05,005,005,5688.0,7.0
50,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--05min.tif,0,0,inhibitor,corrected1,05,005,005,10392.75,8.0
50,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--05min.tif,0,0,inhibitor,corrected1,05,005,005,2576.25,9.0
51,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--10min.tif,0,0,inhibitor,corrected1,10,005,005,49839.75,1.0
51,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--10min.tif,0,0,inhibitor,corrected1,10,005,005,10541.25,2.0
51,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--10min.tif,0,0,inhibitor,corrected1,10,005,005,2349.0,3.0
51,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--10min.tif,0,0,inhibitor,corrected1,10,005,005,12804.75,4.0
51,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--10min.tif,0,0,inhibitor,corrected1,10,005,005,11783.25,5.0
51,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--10min.tif,0,0,inhibitor,corrected1,10,005,005,9420.75,6.0
51,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--10min.tif,0,0,inhibitor,corrected1,10,005,005,5474.25,7.0
51,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--10min.tif,0,0,inhibitor,corrected1,10,005,005,10077.75,8.0
51,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--10min.tif,0,0,inhibitor,corrected1,10,005,005,2506.5,9.0
52,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--15min.tif,0,0,inhibitor,corrected1,15,005,005,50465.25,1.0
52,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--15min.tif,0,0,inhibitor,corrected1,15,005,005,10651.5,2.0
52,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--15min.tif,0,0,inhibitor,corrected1,15,005,005,2436.75,3.0
52,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--15min.tif,0,0,inhibitor,corrected1,15,005,005,12955.5,4.0
52,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--15min.tif,0,0,inhibitor,corrected1,15,005,005,9445.5,5.0
52,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--15min.tif,0,0,inhibitor,corrected1,15,005,005,2459.25,5.0
52,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--15min.tif,0,0,inhibitor,corrected1,15,005,005,9459.0,6.0
52,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--15min.tif,0,0,inhibitor,corrected1,15,005,005,5490.0,7.0
52,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--15min.tif,0,0,inhibitor,corrected1,15,005,005,10167.75,8.0
52,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W005--corrected1--inhibitor/W005--corrected1--inhibitor--15min.tif,0,0,inhibitor,corrected1,15,005,005,2578.5,9.0
